,ID_hecho,FECHA,ROL_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,FECHA_FALLECIMIENTO
364,20180076,2018-07-16,CONDUCTOR,MASCULINO,73,2018-07-16
365,20180077,2018-07-16,CONDUCTOR,MASCULINO,58,2018-07-17
366,20180078,2018-07-21,PEATON,MASCULINO,27,2018-07-21
367,20180079,2018-07-23,PEATON,MASCULINO,SD,2018-07-23
368,20180080,2018-07-25,PEATON,MASCULINO,26,2018-07-25
369,20180081,2018-07-29,PEATON,MASCULINO,35,2018-07-29
370,20180082,2018-08-01,CONDUCTOR,FEMENINO,17,2018-08-01
371,20180083,2018-08-02,CONDUCTOR,MASCULINO,SD,2018-08-02
372,20180084,2018-08-03,PEATON,MASCULINO,45,2018-08-03
373,20180085,2018-08-03,PASAJERO_ACOMPAÑANTE,FEMENINO,22,2018-08-03
374,20180085,2018-08-03,CONDUCTOR,MASCULINO,30,2018-08-03
375,20180086,2018-08-10,PEATON,MASCULINO,40,2018-08-10
376,20180087,2018-08-15,PEATON,MASCULINO,75,2018-08-20
377,20180088,2018-08-17,CONDUCTOR,MASCULINO,SD,2018-08-17
378,20180089,2018-08-17,PEATON,MASCULINO,80,2018-08-17
379,20180090,2018-08-18,CONDUCTOR,MASCULINO,27,2018-08-18
380,20180091,2018-08-19,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2018-08-19
381,20180092,2018-08-20,CONDUCTOR,MASCULINO,23,2018-08-20
382,20180093,2018-08-20,PEATON,MASCULINO,24,2018-08-20
383,20180094,2018-08-23,CONDUCTOR,MASCULINO,32,2018-08-23
384,20180095,2018-08-26,PASAJERO_ACOMPAÑANTE,FEMENINO,49,2018-08-26
385,20180096,2018-08-31,PEATON,MASCULINO,39,2018-08-31
386,20180097,2018-09-02,CONDUCTOR,FEMENINO,35,2018-09-02
387,20180098,2018-09-09,CONDUCTOR,MASCULINO,55,2018-09-09
388,20180098,2018-09-09,PASAJERO_ACOMPAÑANTE,MASCULINO,54,2018-09-09
389,20180099,2018-09-12,PEATON,MASCULINO,18,2018-09-13
390,20180100,2018-09-20,SD,FEMENINO,33,2018-09-20
391,20180101,2018-09-21,CONDUCTOR,MASCULINO,SD,2018-09-21
392,20180102,2018-09-21,CONDUCTOR,MASCULINO,20,2018-09-21
393,20180103,2018-09-27,PEATON,MASCULINO,1,2018-09-29
394,20180104,2018-10-01,CONDUCTOR,MASCULINO,22,2018-10-01
395,20180105,2018-10-03,PEATON,FEMENINO,56,2018-10-03
396,20180106,2018-10-04,CONDUCTOR,MASCULINO,27,2018-10-04
397,20180107,2018-10-06,PEATON,FEMENINO,62,2018-10-06
398,20180108,2018-10-09,CONDUCTOR,MASCULINO,37,2018-10-10
399,20180109,2018-10-10,PEATON,MASCULINO,34,2018-10-10
400,20180110,2018-10-13,PEATON,MASCULINO,60,2018-10-14
401,20180111,2018-10-19,CONDUCTOR,MASCULINO,28,2018-10-19
402,20180112,2018-10-24,CONDUCTOR,FEMENINO,28,2018-10-24
403,20180113,2018-10-25,CONDUCTOR,MASCULINO,20,2018-10-25
404,20180114,2018-10-30,CONDUCTOR,MASCULINO,23,2018-10-30
405,20180115,2018-10-31,PEATON,MASCULINO,42,2018-11-01
406,20180116,2018-11-01,PEATON,MASCULINO,48,2018-11-08
407,20180117,2018-11-04,CONDUCTOR,MASCULINO,30,2018-11-08
408,20180118,2018-11-05,PEATON,FEMENINO,80,2018-11-05
409,20180119,2018-11-05,PEATON,FEMENINO,32,2018-11-06
410,20180120,2018-11-09,PEATON,FEMENINO,51,2018-11-20
411,20180121,2018-11-09,PEATON,FEMENINO,72,2018-11-09
412,20180122,2018-11-12,CONDUCTOR,MASCULINO,33,2018-11-12
413,20180123,2018-11-12,CONDUCTOR,MASCULINO,25,2018-11-12
414,20180124,2018-11-15,CONDUCTOR,MASCULINO,44,2018-11-15
415,20180125,2018-11-16,PEATON,MASCULINO,29,2018-11-17
416,20180126,2018-11-18,CONDUCTOR,MASCULINO,27,2018-11-23
417,20180127,2018-11-19,CONDUCTOR,MASCULINO,29,2018-11-19
418,20180128,2018-11-25,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2018-11-25
419,20180128,2018-11-25,PASAJERO_ACOMPAÑANTE,FEMENINO,39,2018-11-25
420,20180129,2018-11-28,CONDUCTOR,MASCULINO,37,2018-11-30
421,20180130,2018-12-03,CONDUCTOR,MASCULINO,SD,2018-12-03
422,20180131,2018-12-07,CONDUCTOR,MASCULINO,29,2018-12-07
423,20180132,2018-12-12,PEATON,MASCULINO,70,2018-12-12
424,20180133,2018-12-12,PEATON,FEMENINO,60,2018-12-12
425,20180134,2018-12-12,PEATON,MASCULINO,56,2018-12-13
426,20180135,2018-12-18,PEATON,MASCULINO,80,2018-12-22
427,20180136,2018-12-18,PEATON,FEMENINO,70,2018-12-18
428,20180137,2018-12-18,PASAJERO_ACOMPAÑANTE,MASCULINO,29,2018-12-19
429,20180138,2018-12-21,PASAJERO_ACOMPAÑANTE,FEMENINO,79,2018-12-21
430,20180139,2018-12-22,PASAJERO_ACOMPAÑANTE,MASCULINO,28,2018-12-24
431,20180140,2018-12-22,CONDUCTOR,MASCULINO,78,2018-12-22
432,20180141,2018-12-22,PEATON,MASCULINO,75,2018-12-24
433,20180142,2018-12-25,PASAJERO_ACOMPAÑANTE,MASCULINO,32,2019-01-01
434,20180143,2018-12-29,CONDUCTOR,MASCULINO,22,2018-12-29
435,20190001,2019-01-08,CONDUCTOR,MASCULINO,25,2019-01-08
436,20190002,2019-01-09,CONDUCTOR,MASCULINO,32,2019-01-09
437,20190003,2019-01-12,CONDUCTOR,MASCULINO,23,2019-01-12
438,20190004,2019-01-14,CONDUCTOR,MASCULINO,71,2019-01-14
439,20190005,2019-01-19,CONDUCTOR,MASCULINO,43,2019-01-19
440,20190006,2019-01-23,PEATON,FEMENINO,12,2019-01-23
441,20190007,2019-01-26,CONDUCTOR,MASCULINO,35,2019-01-26
442,20190008,2019-01-30,CONDUCTOR,MASCULINO,42,2019-01-31
443,20190009,2019-01-31,CONDUCTOR,MASCULINO,34,2019-01-31
444,20190010,2019-02-02,PEATON,MASCULINO,SD,2019-02-02
445,20190010,2019-02-02,PEATON,MASCULINO,59,2019-02-02
446,20190011,2019-02-10,PEATON,MASCULINO,SD,2019-02-10
447,20190012,2019-02-17,CONDUCTOR,MASCULINO,31,2019-02-20
448,20190013,2019-02-20,PEATON,MASCULINO,39,2019-03-02
449,20190014,2019-02-20,CONDUCTOR,MASCULINO,69,2019-02-20
450,20190015,2019-02-23,CONDUCTOR,MASCULINO,21,2019-02-23
451,20190016,2019-02-24,CONDUCTOR,MASCULINO,40,2019-02-24
452,20190017,2019-03-03,CONDUCTOR,MASCULINO,22,2019-03-07
453,20190018,2019-03-03,PEATON,FEMENINO,29,2019-03-03
454,20190019,2019-03-06,CONDUCTOR,MASCULINO,SD,
455,20190020,2019-03-07,CONDUCTOR,MASCULINO,43,2019-03-07
456,20190021,2019-03-15,CONDUCTOR,MASCULINO,23,2019-03-16
457,20190022,2019-03-15,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2019-03-15
458,20190023,2019-03-16,CONDUCTOR,MASCULINO,34,2019-03-16
459,20190024,2019-03-19,CONDUCTOR,MASCULINO,32,2019-03-19
460,20190025,2019-03-22,PEATON,MASCULINO,27,2019-04-04
461,20190026,2019-03-28,PEATON,MASCULINO,SD,2019-03-28
462,20190027,2019-03-28,CICLISTA,MASCULINO,37,2019-03-28
463,20190028,2019-04-06,PEATON,FEMENINO,SD,2019-04-06
464,20190029,2019-04-07,CONDUCTOR,MASCULINO,27,2019-04-07
465,20190030,2019-04-09,CONDUCTOR,MASCULINO,25,2019-04-09
466,20190031,2019-04-12,CICLISTA,MASCULINO,20,2019-04-12
467,20190032,2019-04-16,PEATON,FEMENINO,83,2019-04-18
468,20190033,2019-04-18,CONDUCTOR,MASCULINO,25,2019-04-18
469,20190034,2019-04-21,CONDUCTOR,MASCULINO,SD,2019-04-21
470,20190035,2019-04-23,PEATON,FEMENINO,75,2019-04-23
471,20190036,2019-04-26,CONDUCTOR,MASCULINO,34,2019-05-02
472,20190037,2019-05-01,CONDUCTOR,MASCULINO,17,2019-05-01
473,20190038,2019-05-04,PEATON,FEMENINO,42,2019-05-05
474,20190105,2019-05-05,PEATON,FEMENINO,82,2019-05-08
475,20190039,2019-05-09,CONDUCTOR,MASCULINO,28,2019-05-09
476,20190040,2019-05-09,CONDUCTOR,MASCULINO,44,2019-05-15
477,20190041,2019-05-11,PASAJERO_ACOMPAÑANTE,FEMENINO,78,2019-05-11
478,20190042,2019-05-14,PEATON,MASCULINO,39,2019-05-14
479,20190043,2019-05-21,CICLISTA,FEMENINO,SD,2019-05-21
480,20190044,2019-05-27,PEATON,FEMENINO,77,2019-05-29
481,20190045,2019-06-03,CONDUCTOR,MASCULINO,33,2019-06-03
482,20190046,2019-06-04,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2019-06-04
483,20190047,2019-06-06,PEATON,MASCULINO,76,2019-06-06
484,20190048,2019-06-07,CONDUCTOR,MASCULINO,32,2019-06-07
485,20190049,2019-06-08,PEATON,FEMENINO,72,2019-06-09
486,20190050,2019-06-08,CONDUCTOR,MASCULINO,21,2019-06-09
487,20190051,2019-06-11,CONDUCTOR,MASCULINO,41,2019-06-11
488,20190053,2019-06-14,PASAJERO_ACOMPAÑANTE,MASCULINO,49,2019-06-14
489,20190054,2019-06-20,CONDUCTOR,MASCULINO,21,2019-06-20
490,20190055,2019-06-20,CONDUCTOR,MASCULINO,47,2019-06-21
491,20190056,2019-06-29,PEATON,FEMENINO,75,2019-06-29
492,20190057,2019-07-05,PEATON,FEMENINO,63,2019-07-08
493,20190058,2019-07-10,CONDUCTOR,MASCULINO,39,2019-07-10
494,20190059,2019-07-13,CONDUCTOR,MASCULINO,30,2019-07-13
495,20190060,2019-07-17,PEATON,FEMENINO,78,2019-07-17
496,20190061,2019-07-17,PEATON,FEMENINO,58,2019-07-17
497,20190062,2019-08-01,PEATON,FEMENINO,60,2019-08-02
498,20190063,2019-08-04,PASAJERO_ACOMPAÑANTE,MASCULINO,SD,2019-08-04
499,20190064,2019-08-06,CONDUCTOR,MASCULINO,20,2019-08-06
500,20190065,2019-08-08,PEATON,FEMENINO,55,2019-08-09
501,20190066,2019-08-11,PEATON,MASCULINO,40,2019-08-11
502,20190067,2019-08-14,CONDUCTOR,MASCULINO,35,2019-08-14
503,20190068,2019-08-14,CONDUCTOR,MASCULINO,53,2019-08-14
504,20190069,2019-08-17,CONDUCTOR,MASCULINO,43,2019-08-17
505,20190070,2019-08-22,CONDUCTOR,MASCULINO,25,2019-08-22
506,20190071,2019-08-27,PEATON,MASCULINO,SD,2019-08-27
507,20190072,2019-08-28,CONDUCTOR,MASCULINO,22,2019-09-02
508,20190073,2019-08-29,CONDUCTOR,MASCULINO,29,2019-09-06
509,20190074,2019-08-29,CONDUCTOR,MASCULINO,35,2019-08-29
510,20190075,2019-08-30,CONDUCTOR,MASCULINO,31,2019-08-30
511,20190076,2019-09-05,CONDUCTOR,FEMENINO,29,2019-09-05
512,20190077,2019-09-08,PEATON,FEMENINO,28,2019-09-08
513,20190078,2019-09-12,PEATON,FEMENINO,72,2019-09-15
514,20190079,2019-09-17,CONDUCTOR,MASCULINO,57,2019-09-17
515,20190080,2019-09-17,PEATON,MASCULINO,76,2019-09-17
516,20190081,2019-09-23,PEATON,MASCULINO,67,2019-10-07
517,20190082,2019-09-25,CICLISTA,MASCULINO,47,2019-09-25
518,20190083,2019-09-26,CONDUCTOR,MASCULINO,73,2019-09-26
519,20190084,2019-09-27,CICLISTA,FEMENINO,40,2019-09-27
520,20190085,2019-10-09,CICLISTA,MASCULINO,20,2019-10-09
521,20190086,2019-10-15,CONDUCTOR,MASCULINO,29,2019-10-15
522,20190087,2019-10-21,CONDUCTOR,MASCULINO,41,2019-10-21
523,20190088,2019-10-22,PEATON,MASCULINO,27,2019-10-22
524,20190089,2019-10-23,PEATON,FEMENINO,92,2019-10-23
525,20190090,2019-10-24,PEATON,MASCULINO,67,2019-10-26
526,20190091,2019-11-01,PEATON,MASCULINO,35,2019-11-01
527,20190092,2019-11-03,PEATON,MASCULINO,37,2019-11-03
528,20190093,2019-11-13,CICLISTA,MASCULINO,16,2019-11-13
529,20190094,2019-11-18,PASAJERO_ACOMPAÑANTE,FEMENINO,SD,2019-11-18
530,20190095,2019-11-20,CONDUCTOR,MASCULINO,SD,2019-11-20
531,20190096,2019-11-22,PEATON,MASCULINO,73,2019-11-22
532,20190097,2019-11-25,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-11-25
533,20190098,2019-11-25,PASAJERO_ACOMPAÑANTE,FEMENINO,61,2019-11-29
534,20190100,2019-12-05,CONDUCTOR,MASCULINO,38,2019-12-18
535,20190101,2019-12-17,CONDUCTOR,MASCULINO,25,2019-12-17
536,20190102,2019-12-17,CONDUCTOR,MASCULINO,18,2019-12-18
537,20190103,2019-12-18,CONDUCTOR,MASCULINO,24,2019-12-18
538,20190104,2019-12-21,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2019-12-22
539,20200001,2020-01-04,PEATON,FEMENINO,87,2020-01-04
540,20200002,2020-01-05,CONDUCTOR,MASCULINO,36,2020-01-07
541,20200003,2020-01-11,PEATON,MASCULINO,44,2020-01-11
542,20200004,2020-01-14,PEATON,MASCULINO,82,2020-01-15
543,20200005,2020-01-14,CONDUCTOR,MASCULINO,25,2020-02-10
544,20200006,2020-01-20,CONDUCTOR,MASCULINO,23,2020-01-20
545,20200007,2020-01-27,PEATON,MASCULINO,52,2020-01-27
546,20200008,2020-01-30,CONDUCTOR,MASCULINO,49,2020-01-30
547,20200009,2020-02-04,PEATON,MASCULINO,48,2020-02-05
548,20200010,2020-02-08,CONDUCTOR,MASCULINO,SD,2020-02-08
549,20200011,2020-02-12,CONDUCTOR,MASCULINO,31,2020-02-12
550,20200012,2020-02-18,PEATON,FEMENINO,66,2020-02-18
551,20200013,2020-02-20,PEATON,FEMENINO,58,2020-03-03
552,20200014,2020-02-27,CONDUCTOR,MASCULINO,SD,2020-02-27
553,20200015,2020-02-28,CONDUCTOR,MASCULINO,29,2020-02-28
554,20200016,2020-02-29,PEATON,MASCULINO,68,2020-03-09
555,20200017,2020-03-05,PEATON,MASCULINO,SD,2020-03-05
556,20200018,2020-03-09,CONDUCTOR,MASCULINO,31,2020-03-09
557,20200019,2020-03-10,PEATON,FEMENINO,80,2020-03-10
558,20200020,2020-03-13,PEATON,FEMENINO,74,2020-03-17
559,20200021,2020-03-14,PEATON,FEMENINO,87,2020-03-14
560,20200022,2020-04-07,PASAJERO_ACOMPAÑANTE,MASCULINO,44,2020-04-07
561,20200023,2020-04-09,CONDUCTOR,MASCULINO,44,2020-05-03
562,20200024,2020-04-24,CONDUCTOR,MASCULINO,53,2020-04-24
563,20200025,2020-05-12,PEATON,MASCULINO,SD,2020-05-12
564,20200026,2020-05-17,CONDUCTOR,MASCULINO,28,2020-05-17
565,20200027,2020-05-18,PEATON,MASCULINO,76,2020-05-18
566,20200028,2020-05-19,PEATON,MASCULINO,91,2020-05-23
567,20200029,2020-06-10,PEATON,MASCULINO,80,2020-06-12
568,20200030,2020-06-16,CONDUCTOR,MASCULINO,40,2020-06-16
569,20200031,2020-06-30,CONDUCTOR,MASCULINO,29,2020-06-30
570,20200032,2020-07-10,CONDUCTOR,MASCULINO,21,2020-07-10
571,20200033,2020-07-19,CONDUCTOR,MASCULINO,32,2020-07-19
572,20200034,2020-08-02,PEATON,FEMENINO,SD,2020-08-02
573,20200035,2020-08-04,CONDUCTOR,MASCULINO,40,2020-08-04
574,20200036,2020-08-07,PEATON,MASCULINO,72,2020-08-22
575,20200037,2020-08-29,PEATON,MASCULINO,38,2020-08-29
576,20200038,2020-08-30,CONDUCTOR,MASCULINO,46,2020-08-30
577,20200038,2020-08-30,CONDUCTOR,MASCULINO,64,2020-08-30
578,20200039,2020-09-01,PEATON,MASCULINO,44,2020-09-01
579,20200040,2020-09-12,CONDUCTOR,MASCULINO,SD,2020-09-12
580,20200041,2020-09-28,CONDUCTOR,MASCULINO,34,2020-09-28
581,20200042,2020-09-29,PEATON,FEMENINO,53,2020-09-29
582,20200043,2020-09-30,PEATON,MASCULINO,64,2020-09-30
583,20200044,2020-10-05,CONDUCTOR,MASCULINO,43,2020-10-05
584,20200045,2020-10-19,CONDUCTOR,MASCULINO,50,2020-10-19
585,20200046,2020-10-27,CONDUCTOR,MASCULINO,41,2020-10-27
586,20200047,2020-10-27,PEATON,MASCULINO,15,2020-10-27
587,20200048,2020-10-29,CONDUCTOR,MASCULINO,41,2020-10-29
588,20200049,2020-10-30,PEATON,MASCULINO,36,2020-10-30
589,20200050,2020-11-01,PEATON,FEMENINO,28,2020-11-01
590,20200051,2020-11-05,CONDUCTOR,MASCULINO,49,2020-11-05
591,20200052,2020-11-07,CICLISTA,MASCULINO,44,2020-11-07
592,20200053,2020-11-09,PASAJERO_ACOMPAÑANTE,MASCULINO,27,2020-11-09
593,20200054,2020-11-19,CICLISTA,MASCULINO,59,2020-11-23
594,20200055,2020-11-19,PEATON,MASCULINO,91,2020-12-11
595,20200056,2020-11-21,CONDUCTOR,FEMENINO,34,2020-11-21
596,20200057,2020-11-23,PEATON,MASCULINO,84,2020-11-23
597,20200058,2020-11-24,PEATON,MASCULINO,57,2020-11-25
598,20200059,2020-12-01,PEATON,FEMENINO,49,2020-12-14
599,20200060,2020-12-03,PEATON,FEMENINO,69,2020-12-03
600,20200061,2020-12-03,CONDUCTOR,MASCULINO,45,2020-12-04
601,20200062,2020-12-04,CICLISTA,MASCULINO,47,2020-12-04
602,20200063,2020-12-05,PEATON,MASCULINO,38,2020-12-05
603,20200063,2020-12-05,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2020-12-05
604,20200065,2020-12-05,CONDUCTOR,MASCULINO,24,2020-12-06
605,20200066,2020-12-07,CONDUCTOR,MASCULINO,27,2020-12-07
606,20200067,2020-12-11,PEATON,MASCULINO,51,2020-12-11
607,20200068,2020-12-12,CONDUCTOR,MASCULINO,71,2020-12-20
608,20200069,2020-12-15,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2020-12-15
609,20200070,2020-12-17,PEATON,FEMENINO,81,2020-12-22
610,20200071,2020-12-17,PEATON,MASCULINO,4,2020-12-17
611,20200072,2020-12-19,CICLISTA,MASCULINO,42,2020-12-19
612,20200073,2020-12-20,CONDUCTOR,MASCULINO,56,2020-12-20
613,20200074,2020-12-20,CONDUCTOR,MASCULINO,39,2020-12-20
614,20200075,2020-12-23,PEATON,MASCULINO,23,2020-12-23
615,20200076,2020-12-24,CONDUCTOR,FEMENINO,78,2021-01-17
616,20200077,2020-12-25,CONDUCTOR,FEMENINO,30,2020-12-25
617,20200077,2020-12-25,PASAJERO_ACOMPAÑANTE,FEMENINO,24,2020-12-25
618,20200078,2020-12-25,CICLISTA,MASCULINO,26,2020-12-25
619,20200079,2020-12-27,CONDUCTOR,MASCULINO,28,2020-12-27
620,20210001,2021-01-06,CONDUCTOR,MASCULINO,36,2021-01-06
621,20210002,2021-01-07,CONDUCTOR,FEMENINO,47,2021-01-07
622,20210003,2021-01-10,CONDUCTOR,MASCULINO,27,2021-01-10
623,20210004,2021-01-11,PEATON,FEMENINO,61,2021-01-11
624,20210005,2021-01-11,PEATON,MASCULINO,73,2021-01-14
625,20210006,2021-01-12,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2021-01-12
626,20210007,2021-01-18,CONDUCTOR,MASCULINO,84,2021-01-26
627,20210008,2021-01-22,PEATON,MASCULINO,28,2021-01-22
628,20210009,2021-01-23,CONDUCTOR,MASCULINO,31,2021-01-23
629,20210010,2021-01-23,CONDUCTOR,MASCULINO,28,2021-01-23
630,20210011,2021-01-27,PEATON,MASCULINO,21,2021-01-27
631,20210012,2021-01-29,PEATON,MASCULINO,SD,2021-01-29
632,20210013,2021-01-31,CONDUCTOR,MASCULINO,41,2021-01-31
633,20210014,2021-02-02,PEATON,MASCULINO,28,2021-02-18
634,20210015,2021-02-06,CONDUCTOR,MASCULINO,26,2021-02-06
635,20210016,2021-02-14,CONDUCTOR,MASCULINO,22,2021-02-14
636,20210017,2021-02-17,CONDUCTOR,MASCULINO,33,2021-02-17
637,20210018,2021-02-20,PEATON,MASCULINO,36,2021-03-08
638,20210019,2021-02-21,CONDUCTOR,MASCULINO,30,2021-02-21
639,20210020,2021-02-21,PEATON,FEMENINO,SD,2021-02-21
640,20210021,2021-02-26,CONDUCTOR,MASCULINO,39,2021-03-04
641,20210022,2021-02-28,PASAJERO_ACOMPAÑANTE,MASCULINO,68,2021-03-06
642,20210023,2021-03-01,CONDUCTOR,MASCULINO,24,2021-03-01
643,20210024,2021-03-03,CICLISTA,MASCULINO,5,2021-03-03
644,20210025,2021-03-11,CONDUCTOR,MASCULINO,37,2021-03-11
645,20210026,2021-03-15,CONDUCTOR,MASCULINO,36,2021-03-15
646,20210027,2021-03-16,CONDUCTOR,FEMENINO,19,2021-03-16
647,20210028,2021-03-29,PEATON,MASCULINO,SD,2021-03-29
648,20210029,2021-03-31,CONDUCTOR,MASCULINO,26,2021-04-02
649,20210030,2021-04-03,PEATON,MASCULINO,36,2021-04-07
650,20210031,2021-04-07,PEATON,FEMENINO,68,2021-04-11
651,20210032,2021-04-10,PEATON,MASCULINO,60,2021-04-29
652,20210033,2021-04-14,CONDUCTOR,MASCULINO,33,2021-04-14
653,20210034,2021-04-19,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2021-04-19
654,20210035,2021-05-03,CONDUCTOR,MASCULINO,24,2021-05-03
655,20210036,2021-05-09,CONDUCTOR,MASCULINO,36,2021-05-09
656,20210037,2021-05-11,PEATON,FEMENINO,58,2021-05-11
657,20210038,2021-05-14,CONDUCTOR,FEMENINO,44,2021-05-14
658,20210039,2021-05-15,CICLISTA,MASCULINO,86,2021-06-05
659,20210040,2021-05-20,CONDUCTOR,MASCULINO,27,2021-05-20
660,20210041,2021-05-20,PEATON,MASCULINO,75,2021-05-20
661,20210042,2021-05-21,PEATON,MASCULINO,39,2021-05-21
662,20210043,2021-05-22,PEATON,MASCULINO,50,2021-05-22
663,20210044,2021-05-25,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2021-05-25
664,20210045,2021-05-26,CONDUCTOR,MASCULINO,22,2021-05-26
665,20210046,2021-05-31,PASAJERO_ACOMPAÑANTE,MASCULINO,20,2021-05-31
666,20210047,2021-06-02,CONDUCTOR,MASCULINO,59,2021-06-02
667,20210048,2021-06-03,CICLISTA,MASCULINO,44,2021-06-23
668,20210049,2021-06-03,CONDUCTOR,MASCULINO,74,2021-06-03
669,20210050,2021-06-10,CONDUCTOR,MASCULINO,56,2021-06-10
670,20210051,2021-06-15,PEATON,MASCULINO,73,2021-06-16
671,20210052,2021-06-20,PASAJERO_ACOMPAÑANTE,FEMENINO,19,2021-06-20
672,20210053,2021-06-20,PEATON,MASCULINO,58,2021-06-30
673,20210054,2021-06-22,CONDUCTOR,MASCULINO,41,2021-06-22
674,20210055,2021-06-29,PASAJERO_ACOMPAÑANTE,MASCULINO,47,2021-06-29
675,20210056,2021-07-09,CICLISTA,MASCULINO,60,2021-07-09
676,20210057,2021-07-10,CONDUCTOR,MASCULINO,46,2021-07-10
677,20210058,2021-07-21,PEATON,MASCULINO,24,2021-07-21
678,20210059,2021-07-22,PASAJERO_ACOMPAÑANTE,FEMENINO,44,2021-07-22
679,20210060,2021-07-22,PEATON,FEMENINO,80,2021-07-22
680,20210061,2021-07-24,PEATON,FEMENINO,55,2021-07-24
681,20210062,2021-07-27,CONDUCTOR,MASCULINO,73,2021-07-27
682,20210063,2021-08-02,PASAJERO_ACOMPAÑANTE,FEMENINO,31,2021-08-02
683,20210064,2021-08-02,PEATON,MASCULINO,37,2021-08-03
684,20210065,2021-08-06,PEATON,FEMENINO,63,2021-08-10
685,20210066,2021-08-06,PEATON,MASCULINO,59,2021-08-09
686,20210067,2021-08-08,CONDUCTOR,MASCULINO,27,2021-08-08
687,20210068,2021-08-15,CONDUCTOR,MASCULINO,39,2021-08-15
688,20210069,2021-08-20,PEATON,MASCULINO,17,2021-08-21
689,20210070,2021-08-28,CONDUCTOR,MASCULINO,31,2021-08-28
690,20210071,2021-08-31,PEATON,MASCULINO,88,2021-09-01
691,20210072,2021-09-01,PEATON,FEMENINO,57,2021-09-01
692,20210073,2021-09-18,CICLISTA,FEMENINO,76,2021-09-18
693,20210074,2021-09-20,CONDUCTOR,MASCULINO,55,2021-09-20
694,20210075,2021-09-21,PEATON,MASCULINO,65,2021-09-21
695,20210076,2021-10-16,CONDUCTOR,MASCULINO,31,2021-10-16
696,20210077,2021-10-18,CONDUCTOR,FEMENINO,31,2021-10-18
697,20210078,2021-10-23,CONDUCTOR,MASCULINO,22,2021-10-23
698,20210079,2021-10-25,PEATON,MASCULINO,SD,2021-10-25
699,20210080,2021-10-28,CONDUCTOR,MASCULINO,32,2021-10-28
700,20210081,2021-11-02,CONDUCTOR,MASCULINO,26,2021-11-02
701,20210082,2021-11-06,CONDUCTOR,MASCULINO,38,2021-11-06
702,20210083,2021-11-09,CONDUCTOR,MASCULINO,30,2021-11-09
703,20210084,2021-11-11,CONDUCTOR,MASCULINO,32,2021-11-11
704,20210097,2021-11-18,CICLISTA,MASCULINO,53,2021-11-19
705,20210085,2021-11-20,CONDUCTOR,MASCULINO,49,2021-11-20
706,20210086,2021-11-25,PEATON,MASCULINO,75,2021-11-25
707,20210087,2021-11-27,PEATON,FEMENINO,73,2021-11-27
708,20210088,2021-12-01,CONDUCTOR,MASCULINO,45,2021-12-07
709,20210089,2021-12-02,CONDUCTOR,MASCULINO,41,2021-12-11
710,20210090,2021-12-10,PEATON,MASCULINO,73,2022-01-03
711,20210091,2021-12-11,CONDUCTOR,MASCULINO,24,2021-12-11
712,20210092,2021-12-12,PEATON,FEMENINO,50,2021-12-12
713,20210093,2021-12-13,PASAJERO_ACOMPAÑANTE,FEMENINO,18,2021-12-18
714,20210094,2021-12-20,PASAJERO_ACOMPAÑANTE,FEMENINO,43,2021-12-20
715,20210095,2021-12-30,CONDUCTOR,MASCULINO,27,2022-01-02
716,20210096,2021-12-15,CONDUCTOR,MASCULINO,60,2021-12-20
